Region,Country,State,City,Month,Day,Year,AvgTemperature
Europe,Czech Republic,,Prague,6,15,2010,59.6
North America,US,South Dakota,Rapid City,10,15,2010,58.2
North America,US,Alaska,Anchorage,7,17,2010,55.7
North America,US,North Carolina,Raleigh Durham,3,30,2010,58.3
Asia,Indonesia,,Jakarta,8,5,2010,82.9
Asia,Japan,,Osaka,4,14,2010,50.4
Europe,Finland,,Helsinki,7,8,2010,73.2
North America,US,Utah,Salt Lake City,8,29,2010,72.4
Africa,Zambia,,Lusaka,11,24,2010,62.2
North America,US,Alaska,Anchorage,12,11,2010,17.1
North America,US,District of Columbia,Washington,10,6,2010,56.6
North America,US,West Virginia,Charleston,5,6,2010,69.5
North America,US,Alabama,Birmingham,2,21,2010,50.4
North America,US,Tennessee,Chattanooga,3,21,2010,54.1
North America,US,Louisiana,Shreveport,11,28,2010,46.6
Europe,Norway,,Oslo,5,5,2010,41.9
North America,US,Alaska,Anchorage,5,19,2010,50.2
Middle East,Qatar,,Doha,7,28,2010,98.8
South/Central America & Carribean,Bahamas,,Nassau,6,16,2010,87.7
North America,US,Florida,Tallahassee,8,27,2010,78.9
Asia,Myanmar (Burma),,Rangoon,5,1,2010,92.3
North America,US,Virginia,Roanoke,6,22,2010,81.4
North America,US,Alabama,Mobile,1,11,2010,30.5
Europe,Croatia,,Zagreb,11,30,2010,35.6
South/Central America & Carribean,Panama,,Panama City,10,19,2010,79.3
South/Central America & Carribean,Costa Rica,,San Jose,5,29,2010,71.6
North America,US,California,Los Angeles,10,17,2010,62.9
Asia,Hong Kong,,Hong Kong,5,23,2010,77.0
South/Central America & Carribean,Uruguay,,Montvideo,10,8,2010,58.5
Europe,Croatia,,Zagreb,8,4,2010,68.8
Asia,Indonesia,,Jakarta,10,1,2010,84.8
North America,US,Georgia,Savannah,10,8,2010,67.3
Middle East,Lebanon,,Beirut,9,26,2010,83.6
Europe,Switzerland,,Bern,12,11,2010,33.0
North America,US,Louisiana,New Orleans,4,1,2010,63.9
Africa,South Africa,,Capetown,1,17,2010,71.8
North America,Mexico,,Monterrey,3,26,2010,72.4
North America,Mexico,,Monterrey,3,17,2010,64.6
North America,US,Texas,Brownsville,8,23,2010,85.5
Europe,Albania,,Tirana,2,23,2010,55.5
Europe,France,,Paris,10,16,2010,50.1
Asia,India,,Chennai (Madras),4,29,2010,88.3
North America,US,Additional Territories,San Juan Puerto Rico,4,27,2010,84.5
North America,Canada,,Edmonton,4,21,2010,64.0
South/Central America & Carribean,Equador,,Quito,10,26,2010,55.4
North America,US,Florida,West Palm Beach,8,7,2010,81.8
North America,US,Texas,Abilene,8,7,2010,84.2
North America,US,Kentucky,Paducah,9,21,2010,78.1
North America,US,Louisiana,Shreveport,8,4,2010,90.3
North America,US,Michigan,Grand Rapids,3,21,2010,35.7
Middle East,Turkey,,Ankara,2,17,2010,40.5
North America,US,Kentucky,Lexington,11,18,2010,40.6
North America,US,Missouri,St Louis,9,13,2010,75.4
Europe,Sweden,,Stockholm,2,17,2010,24.0
North America,US,Nevada,Reno,4,5,2010,39.5
North America,US,Wisconsin,Milwaukee,7,31,2010,70.5
North America,US,Kansas,Goodland,1,14,2010,35.0
North America,US,New Jersey,Newark,2,16,2010,33.4
North America,US,Missouri,St Louis,3,13,2010,44.4
Europe,France,,Paris,4,13,2010,51.3
North America,US,Virginia,Norfolk,5,16,2010,67.2
North America,US,Maryland,Washington DC,1,29,2010,25.4
South/Central America & Carribean,Brazil,,Sao Paulo,7,30,2010,70.3
North America,US,New Jersey,Atlantic City,11,15,2010,48.6
South/Central America & Carribean,Argentina,,Buenos Aires,12,24,2010,77.5
North America,US,North Carolina,Raleigh Durham,6,26,2010,83.6
Europe,Macedonia,,Skopje,7,6,2010,73.5
North America,Canada,,Montreal,3,5,2010,31.3
Australia/South Pacific,Australia,,Perth,5,21,2010,66.3
North America,US,Tennessee,Knoxville,3,26,2010,48.0
North America,US,Montana,Helena,5,7,2010,35.4
North America,US,Texas,Brownsville,9,3,2010,85.1
Middle East,Turkey,,Ankara,11,1,2010,42.1
North America,US,Pennsylvania,Wilkes Barre,1,24,2010,34.5
North America,US,Virginia,Richmond,6,17,2010,81.9
North America,US,Florida,Tallahassee,9,26,2010,74.3
Australia/South Pacific,Australia,,Sydney,10,29,2010,71.2
Europe,Belarus,,Minsk,4,3,2010,43.7
North America,US,Minnesota,Minneapolis St. Paul,2,23,2010,16.9
North America,US,Michigan,Sault Ste Marie,5,20,2010,64.3
North America,Canada,,Montreal,1,4,2010,19.6
North America,Mexico,,Mexico City,4,18,2010,58.9
Asia,South Korea,,Seoul,8,13,2010,80.4
Europe,Germany,,Hamburg,5,14,2010,50.0
Australia/South Pacific,Australia,,Sydney,3,9,2010,57.9
Australia/South Pacific,New Zealand,,Auckland,3,10,2010,69.0
North America,US,Ohio,Akron Canton,8,27,2010,63.4
North America,US,New York,Buffalo,3,3,2010,32.3
Europe,Switzerland,,Zurich,9,29,2010,51.7
South/Central America & Carribean,Brazil,,Sao Paulo,10,20,2010,61.1
North America,US,Tennessee,Knoxville,1,29,2010,35.1
North America,US,Nebraska,Lincoln,10,15,2010,52.7
Europe,Spain,,Madrid,2,27,2010,53.3
North America,US,Arizona,Phoenix,9,22,2010,88.8
Asia,Japan,,Sapporo,7,13,2010,65.7
Asia,Japan,,Tokyo,5,1,2010,61.2
Europe,Switzerland,,Zurich,4,25,2010,61.4
Europe,Albania,,Tirana,7,9,2010,72.7
Asia,Pakistan,,Karachi,4,7,2010,84.9
North America,US,New York,Syracuse,8,31,2010,79.3
Europe,Finland,,Helsinki,8,7,2010,76.0
North America,US,Oregon,Salem,4,10,2010,46.8
North America,US,Washington,Yakima,4,24,2010,54.5
Africa,Kenya,,Nairobi,2,6,2010,-99.0
North America,US,Texas,Houston,1,31,2010,37.0
North America,US,Texas,Waco,3,9,2010,62.2
Asia,China,,Shanghai,7,23,2010,86.1
North America,US,Mississippi,Tupelo,12,31,2010,60.3
North America,US,Alabama,Huntsville,4,12,2010,64.7
Europe,Finland,,Helsinki,1,24,2010,-2.4
North America,US,Kansas,Wichita,11,16,2010,43.2
Asia,India,,Calcutta,2,9,2010,74.1
North America,US,Pennsylvania,Harrisburg,2,26,2010,28.9
South/Central America & Carribean,Costa Rica,,San Jose,7,1,2010,73.1
Europe,The Netherlands,,Amsterdam,3,20,2010,55.2
South/Central America & Carribean,Bahamas,,Nassau,8,17,2010,87.7
North America,US,New York,Buffalo,9,17,2010,54.8
North America,Canada,,Toronto,9,14,2010,59.5
Asia,Indonesia,,Jakarta,11,2,2010,86.2
Asia,Myanmar (Burma),,Rangoon,3,4,2010,84.0
Middle East,Saudi Arabia,,Dhahran,11,16,2010,75.7
North America,US,Michigan,Grand Rapids,6,20,2010,72.2
North America,US,District of Columbia,Washington,3,14,2010,50.5
Africa,Tunisia,,Tunis,1,13,2010,53.8
Europe,Latvia,,Riga,3,22,2010,33.0
South/Central America & Carribean,Brazil,,Brasilia,11,3,2010,70.2
North America,US,Arizona,Phoenix,9,15,2010,92.1
North America,US,Arkansas,Little Rock,5,12,2010,78.5
North America,US,Wisconsin,Milwaukee,11,22,2010,56.2
North America,US,Texas,Amarillo,4,17,2010,46.3
South/Central America & Carribean,Suriname,,Paramaribo,10,18,2010,82.4
Africa,Togo,,Lome,1,8,2010,82.4
North America,US,Connecticut,Hartford Springfield,10,30,2010,46.1
North America,US,Louisiana,Lake Charles,3,12,2010,61.2
Asia,Turkmenistan,,Ashabad,11,17,2010,53.2
North America,US,Alabama,Montgomery,5,2,2010,79.5
Europe,Russia,,Moscow,9,17,2010,56.6
Asia,Kyrgyzstan,,Bishkek,10,28,2010,54.3
North America,US,South Dakota,Rapid City,7,11,2010,65.8
Africa,Tunisia,,Tunis,9,12,2010,74.1
North America,Mexico,,Monterrey,2,24,2010,51.7
North America,US,Indiana,Fort Wayne,10,28,2010,48.0
North America,Canada,,Calgary,8,15,2010,61.7
Europe,Russia,,Moscow,5,4,2010,63.1
North America,US,Additional Territories,San Juan Puerto Rico,11,24,2010,79.2
Asia,Sri Lanka,,Colombo,7,12,2010,80.6
North America,US,Florida,Jacksonville,3,12,2010,64.3
North America,US,Texas,Dallas Ft Worth,11,16,2010,53.7
South/Central America & Carribean,Bolivia,,La Paz,7,3,2010,42.0
North America,US,California,Fresno,6,7,2010,79.9
Europe,Norway,,Oslo,7,12,2010,65.7
North America,US,South Dakota,Rapid City,1,24,2010,23.2
North America,US,Montana,Billings,11,8,2010,52.0
Europe,Switzerland,,Bern,5,22,2010,62.0
Europe,The Netherlands,,Amsterdam,4,17,2010,45.4
Africa,Senegal,,Dakar,11,2,2010,80.9
North America,US,Indiana,Evansville,10,26,2010,68.1
Middle East,Saudi Arabia,,Dhahran,10,23,2010,85.1
North America,US,Minnesota,Minneapolis St. Paul,1,6,2010,3.6
North America,US,Florida,Miami Beach,10,22,2010,79.9
North America,US,Ohio,Columbus,2,14,2010,23.3
North America,US,Oregon,Portland,1,31,2010,45.2
Asia,Kyrgyzstan,,Bishkek,7,16,2010,86.1
North America,US,Indiana,South Bend,11,14,2010,40.9
Europe,Ireland,,Dublin,5,25,2010,48.5
North America,US,Texas,Brownsville,4,18,2010,72.9
Europe,Denmark,,Copenhagen,8,22,2010,65.2
Asia,Philippines,,Manila,5,3,2010,86.8
North America,US,Tennessee,Nashville,2,22,2010,49.7
North America,Canada,,Winnipeg,11,28,2010,15.0
North America,US,Georgia,Savannah,7,30,2010,87.4
South/Central America & Carribean,Guatemala,,Guatemala City,5,22,2010,70.3
South/Central America & Carribean,Belize,,Belize City,3,24,2010,79.5
North America,US,Additional Territories,San Juan Puerto Rico,12,15,2010,74.7
North America,US,Tennessee,Chattanooga,11,12,2010,53.6
North America,US,Louisiana,New Orleans,3,5,2010,50.8
North America,US,Connecticut,Hartford Springfield,5,30,2010,71.5
North America,US,Kansas,Topeka,2,6,2010,33.7
North America,US,Mississippi,Tupelo,9,7,2010,80.4
Asia,Japan,,Tokyo,4,24,2010,51.6
North America,US,Ohio,Cincinnati,12,28,2010,24.0
Asia,Turkmenistan,,Ashabad,12,21,2010,44.2
South/Central America & Carribean,Dominican Republic,,Santo Domingo,10,30,2010,79.4
Africa,Mauritania,,Nouakchott,3,7,2010,76.0
South/Central America & Carribean,Argentina,,Buenos Aires,2,8,2010,74.8
North America,US,Ohio,Toledo,12,3,2010,28.2
Europe,Spain,,Madrid,1,31,2010,45.6
North America,US,Nebraska,Omaha,10,11,2010,65.1
North America,US,New York,Rochester,7,26,2010,70.2
Asia,Tajikistan,,Dusanbe,4,22,2010,60.0
Middle East,United Arab Emirates,,Dubai,10,22,2010,86.6
North America,US,Georgia,Macon,11,2,2010,59.1
Africa,Algeria,,Algiers,1,31,2010,51.8
North America,US,Colorado,Denver,3,4,2010,42.9
South/Central America & Carribean,Brazil,,Brasilia,12,17,2010,74.5
North America,US,Nebraska,Lincoln,10,27,2010,51.1
Africa,Guinea-Bissau,,Bissau,2,22,2010,86.0
North America,US,Michigan,Flint,8,24,2010,68.7
North America,US,Maryland,Washington DC,11,19,2010,47.6
Australia/South Pacific,Australia,,Canberra,5,23,2010,47.1
Australia/South Pacific,New Zealand,,Auckland,11,7,2010,55.6
North America,US,Alabama,Mobile,10,22,2010,66.7
Asia,Laos,,Vientiane,1,5,2010,79.7
North America,US,Missouri,St Louis,1,4,2010,10.1
South/Central America & Carribean,Uruguay,,Montvideo,9,1,2010,53.7
Africa,Ethiopia,,Addis Ababa,8,21,2010,61.0
North America,US,Montana,Great Falls,1,9,2010,36.5
Africa,Morocco,,Rabat,3,28,2010,59.1
North America,US,Tennessee,Chattanooga,5,2,2010,77.1
North America,US,New York,Albany,9,22,2010,67.3
North America,US,Additional Territories,San Juan Puerto Rico,10,13,2010,80.5
North America,US,Texas,Midland Odessa,2,11,2010,36.1
North America,US,Texas,Midland Odessa,4,1,2010,72.6
North America,US,Texas,San Antonio,1,24,2010,58.3
Europe,Iceland,,Reykjavik,3,1,2010,32.8
South/Central America & Carribean,Cuba,,Havana,1,12,2010,51.4
North America,US,Pennsylvania,Philadelphia,9,13,2010,68.4
Asia,Philippines,,Manila,10,31,2010,82.7
South/Central America & Carribean,Bolivia,,La Paz,9,18,2010,42.4
North America,US,Mississippi,Tupelo,11,28,2010,40.8
Asia,Malaysia,,Kuala Lumpur,3,7,2010,84.9
Europe,The Netherlands,,Amsterdam,6,28,2010,70.2
North America,Canada,,Regina,4,1,2010,39.2
North America,US,District of Columbia,Washington,5,15,2010,72.8
Europe,Ukraine,,Kiev,4,22,2010,42.3
North America,US,Alabama,Huntsville,6,3,2010,76.9
Europe,The Netherlands,,Amsterdam,12,29,2010,33.7
Asia,India,,Calcutta,6,4,2010,89.0
North America,US,Connecticut,Hartford Springfield,11,15,2010,46.0
Europe,Sweden,,Stockholm,7,18,2010,69.0
South/Central America & Carribean,Panama,,Panama City,1,11,2010,83.0
Asia,Pakistan,,Islamabad,10,10,2010,79.2
North America,US,Florida,Tallahassee,7,6,2010,78.7
Middle East,Turkey,,Ankara,6,17,2010,71.2
Europe,Spain,,Barcelona,9,16,2010,74.9
Asia,Mongolia,,Ulan-bator,3,8,2010,-9.6
Australia/South Pacific,Australia,,Melbourne,4,25,2010,62.2
North America,US,Nevada,Reno,10,1,2010,74.1
Middle East,Turkey,,Istanbul,7,13,2010,78.2
North America,US,Virginia,Richmond,2,11,2010,34.6
Asia,Hong Kong,,Hong Kong,2,20,2010,57.7
North America,US,New York,Syracuse,2,20,2010,32.1
North America,US,Tennessee,Knoxville,6,10,2010,74.6
North America,Mexico,,Mexico City,10,29,2010,56.4
North America,US,Oklahoma,Tulsa,4,9,2010,58.6
North America,US,Tennessee,Memphis,3,26,2010,50.1
Africa,Congo,,Brazzaville,4,22,2010,77.5
South/Central America & Carribean,Colombia,,Bogota,8,25,2010,55.2
Asia,Myanmar (Burma),,Rangoon,2,21,2010,78.2
North America,US,Minnesota,Minneapolis St. Paul,10,19,2010,48.5
North America,US,Texas,Wichita Falls,4,24,2010,66.4
Asia,Myanmar (Burma),,Rangoon,9,5,2010,80.1
Europe,Greece,,Athens,1,21,2010,46.2
North America,US,Oregon,Eugene,1,4,2010,44.1
South/Central America & Carribean,Dominican Republic,,Santo Domingo,2,22,2010,79.5
North America,US,Missouri,St Louis,4,17,2010,56.5
North America,US,Tennessee,Chattanooga,1,5,2010,23.2
North America,US,Illinois,Springfield,11,13,2010,54.4
Asia,Pakistan,,Karachi,10,15,2010,83.9
South/Central America & Carribean,Uruguay,,Montvideo,8,19,2010,56.6
Asia,Pakistan,,Karachi,4,4,2010,80.7
North America,US,Oregon,Salem,9,29,2010,65.7
North America,US,Tennessee,Memphis,10,5,2010,59.3
North America,US,Texas,Dallas Ft Worth,4,16,2010,69.7
North America,US,New York,Rochester,10,19,2010,46.2
North America,US,Rhode Island,Rhode Island,3,12,2010,44.2
Europe,The Netherlands,,Amsterdam,6,18,2010,55.7
Europe,Iceland,,Reykjavik,10,25,2010,36.4
Africa,Congo,,Brazzaville,1,4,2010,78.3
North America,US,Texas,Midland Odessa,1,16,2010,39.0
Asia,India,,Chennai (Madras),7,16,2010,85.2
North America,US,District of Columbia,Washington,5,26,2010,75.5
Africa,Mauritania,,Nouakchott,4,11,2010,69.2
Europe,France,,Bordeaux,10,9,2010,68.9
Africa,Central African Republic,,Bangui,4,24,2010,85.7
Australia/South Pacific,Australia,,Sydney,5,3,2010,64.0
Europe,Romania,,Bucharest,2,14,2010,34.3
Middle East,Qatar,,Doha,10,7,2010,94.6
South/Central America & Carribean,Peru,,Lima,1,29,2010,75.2
Middle East,Qatar,,Doha,5,4,2010,83.3
South/Central America & Carribean,Costa Rica,,San Jose,2,27,2010,74.4
North America,US,California,San Francisco,11,26,2010,45.0
North America,US,Iowa,Sioux City,12,22,2010,17.9
North America,US,Maryland,Baltimore,10,24,2010,63.0
Europe,Romania,,Bucharest,6,21,2010,69.0
South/Central America & Carribean,Peru,,Lima,12,25,2010,69.0
North America,US,Ohio,Youngstown,3,25,2010,45.5
North America,US,Texas,Austin,4,18,2010,64.1
North America,US,Texas,San Angelo,7,16,2010,84.7
North America,US,Pennsylvania,Allentown,1,23,2010,29.5
Australia/South Pacific,Australia,,Sydney,2,21,2010,70.3
South/Central America & Carribean,Argentina,,Buenos Aires,8,22,2010,62.9
Australia/South Pacific,Australia,,Perth,3,22,2010,74.1
North America,US,New York,Syracuse,11,18,2010,42.7
South/Central America & Carribean,Uruguay,,Montvideo,11,27,2010,69.2
North America,US,North Carolina,Charlotte,12,6,2010,30.7
Australia/South Pacific,New Zealand,,Auckland,9,2,2010,54.4
North America,US,Vermont,Burlington,1,8,2010,17.6
Asia,India,,Delhi,3,15,2010,74.0
North America,US,Michigan,Flint,4,25,2010,51.0
Australia/South Pacific,Australia,,Sydney,4,1,2010,62.9
North America,US,Rhode Island,Rhode Island,12,7,2010,29.8
Australia/South Pacific,Australia,,Melbourne,10,29,2010,67.1
North America,US,Florida,Daytona Beach,4,1,2010,64.8
South/Central America & Carribean,Colombia,,Bogota,7,19,2010,58.1
North America,US,Washington,Spokane,7,16,2010,74.1
Africa,Gabon,,Libreville,10,23,2010,78.3
Europe,Finland,,Helsinki,7,1,2010,65.9
North America,US,Maryland,Washington DC,11,6,2010,46.3
Africa,Guinea-Bissau,,Bissau,3,22,2010,82.6
North America,US,Nebraska,North Platte,5,29,2010,78.0
Europe,Spain,,Bilbao,4,29,2010,64.0
Middle East,Turkey,,Istanbul,9,4,2010,76.4
North America,Mexico,,Mexico City,1,2,2010,54.1
Asia,Hong Kong,,Hong Kong,12,10,2010,69.4
Middle East,United Arab Emirates,,Dubai,9,7,2010,97.0
North America,US,Alaska,Anchorage,4,26,2010,43.0
Middle East,Saudi Arabia,,Riyadh,1,1,2010,57.6
Asia,Japan,,Sapporo,5,7,2010,49.3
North America,US,Arkansas,Fort Smith,5,7,2010,74.4
North America,US,Maryland,Baltimore,12,6,2010,32.4
North America,US,Florida,West Palm Beach,4,21,2010,72.8
Africa,South Africa,,Capetown,2,12,2010,67.3
North America,US,Arkansas,Fort Smith,9,2,2010,74.8
Africa,Ethiopia,,Addis Ababa,1,7,2010,-99.0
North America,US,Washington,Spokane,1,3,2010,34.5
Australia/South Pacific,Australia,,Sydney,4,18,2010,67.6
Asia,China,,Chengdu,12,22,2010,44.0
North America,US,Minnesota,Minneapolis St. Paul,2,27,2010,23.2
North America,Canada,,Quebec,1,9,2010,13.6
North America,US,Georgia,Macon,9,28,2010,67.3
North America,US,North Carolina,Charlotte,2,9,2010,40.6
Africa,Guinea-Bissau,,Bissau,2,8,2010,85.5
Middle East,Turkey,,Ankara,4,30,2010,53.1
North America,US,Colorado,Grand Junction,10,15,2010,57.1
Europe,Latvia,,Riga,4,30,2010,58.5
Asia,Japan,,Tokyo,5,22,2010,71.2
North America,US,Ohio,Youngstown,7,5,2010,79.7
Asia,Kazakhstan,,Almaty,11,27,2010,30.9
North America,US,Ohio,Cleveland,7,27,2010,73.3
Asia,Bangladesh,,Dhaka,8,6,2010,85.5
Africa,Sierra Leone,,Freetown,10,5,2010,82.9
North America,US,Missouri,Kansas City,1,12,2010,22.7
North America,Canada,,Winnipeg,9,16,2010,53.4
Africa,Mauritania,,Nouakchott,5,8,2010,69.6
North America,US,Iowa,Sioux City,4,4,2010,54.1
South/Central America & Carribean,Suriname,,Paramaribo,10,16,2010,84.9
North America,US,Texas,San Angelo,6,9,2010,83.0
Asia,Philippines,,Manila,7,20,2010,82.5
Africa,Uganda,,Kampala,11,7,2010,71.6
Europe,Romania,,Bucharest,7,25,2010,72.9
North America,US,Kentucky,Louisville,4,12,2010,64.9
Europe,Germany,,Hamburg,4,28,2010,58.0
Europe,Spain,,Bilbao,5,16,2010,53.7
South/Central America & Carribean,Guyana,,Georgetown,7,7,2010,-99.0
North America,US,Texas,San Angelo,1,18,2010,55.2
North America,US,Illinois,Chicago,2,13,2010,20.5
North America,US,Arkansas,Fort Smith,1,12,2010,34.4
South/Central America & Carribean,Venezuela,,Caracas,12,9,2010,81.2
North America,Canada,,Halifax,5,19,2010,53.2
Africa,Tanzania,,Dar Es Salaam,3,17,2010,83.9
North America,US,North Dakota,Fargo,3,27,2010,40.9
Asia,Kazakhstan,,Almaty,8,21,2010,78.9
Europe,Switzerland,,Geneva,9,6,2010,62.1
Europe,Macedonia,,Skopje,5,6,2010,65.6
North America,US,California,San Diego,11,2,2010,70.6
North America,US,Alaska,Anchorage,1,10,2010,19.4
North America,US,New Jersey,Newark,11,15,2010,54.1
South/Central America & Carribean,Venezuela,,Caracas,9,19,2010,81.2
North America,US,North Dakota,Bismarck,3,16,2010,28.7
North America,US,Texas,Wichita Falls,5,25,2010,73.8
Middle East,Qatar,,Doha,8,13,2010,97.1
South/Central America & Carribean,Venezuela,,Caracas,1,28,2010,79.0
North America,US,California,San Diego,8,10,2010,67.0
North America,Canada,,Halifax,12,10,2010,21.8
North America,US,Pennsylvania,Pittsburgh,3,8,2010,36.6
North America,US,Iowa,Des Moines,10,9,2010,70.2
North America,US,Arkansas,Little Rock,1,2,2010,31.1
Europe,Austria,,Vienna,11,7,2010,49.5
Europe,Italy,,Rome,12,23,2010,61.9
North America,US,Tennessee,Chattanooga,1,1,2010,40.6
South/Central America & Carribean,Cuba,,Havana,12,9,2010,60.2
Europe,Russia,,Moscow,12,23,2010,19.9
North America,US,Idaho,Boise,4,23,2010,51.0
Europe,Croatia,,Zagreb,11,5,2010,60.1
North America,US,Indiana,South Bend,11,7,2010,39.2
North America,Mexico,,Guadalajara,6,21,2010,75.7
Africa,Madagascar,,Antananarivo,5,10,2010,65.9
Asia,South Korea,,Seoul,10,13,2010,58.6
North America,Canada,,Regina,10,17,2010,34.6
North America,US,Tennessee,Knoxville,4,16,2010,70.2
North America,US,California,San Diego,3,24,2010,60.7
Asia,Japan,,Sapporo,6,8,2010,54.7
Asia,India,,Calcutta,9,12,2010,83.6
North America,US,New Jersey,Newark,6,13,2010,74.1
Australia/South Pacific,Australia,,Brisbane,4,21,2010,67.1
North America,US,Texas,Brownsville,11,15,2010,69.4
North America,US,Pennsylvania,Pittsburgh,1,11,2010,15.2
North America,US,New Jersey,Newark,3,2,2010,40.7
Africa,Zambia,,Lusaka,5,24,2010,67.4
North America,US,Ohio,Dayton,12,14,2010,12.7
North America,US,Hawaii,Honolulu,10,30,2010,78.1
Africa,Gabon,,Libreville,7,16,2010,76.0
Middle East,Saudi Arabia,,Dhahran,3,28,2010,75.1
Australia/South Pacific,Australia,,Melbourne,1,13,2010,70.6
South/Central America & Carribean,Costa Rica,,San Jose,1,30,2010,74.4
Asia,Japan,,Tokyo,11,21,2010,59.1
South/Central America & Carribean,Cuba,,Havana,8,7,2010,82.1
Europe,Romania,,Bucharest,10,26,2010,54.4
North America,US,Georgia,Atlanta,12,27,2010,29.0
Europe,Spain,,Bilbao,1,19,2010,58.7
Australia/South Pacific,Australia,,Canberra,5,11,2010,47.4
Africa,Malawi,,Lilongwe,4,1,2010,75.3
North America,US,Arizona,Phoenix,8,30,2010,89.3
Asia,Laos,,Vientiane,1,30,2010,81.7
Europe,Denmark,,Copenhagen,1,7,2010,17.2
Asia,India,,Delhi,5,6,2010,90.4
North America,US,Alaska,Anchorage,9,11,2010,53.4
North America,US,Ohio,Akron Canton,12,20,2010,21.1
North America,US,Tennessee,Chattanooga,2,23,2010,45.6
North America,US,West Virginia,Elkins,7,5,2010,71.4
North America,US,Colorado,Grand Junction,4,11,2010,59.8
Middle East,United Arab Emirates,,Dubai,7,13,2010,103.0
North America,US,Oregon,Salem,9,1,2010,64.8
North America,US,Utah,Salt Lake City,4,2,2010,36.8
North America,US,Kansas,Goodland,4,7,2010,38.6
South/Central America & Carribean,Costa Rica,,San Jose,8,22,2010,71.5
Asia,Vietnam,,Hanoi,5,14,2010,85.0
Europe,Norway,,Oslo,10,30,2010,45.7
Middle East,Lebanon,,Beirut,2,15,2010,77.8
Africa,Nigeria,,Lagos,7,2,2010,78.4
Europe,Switzerland,,Bern,4,2,2010,43.6
North America,US,Tennessee,Memphis,10,23,2010,72.4
Asia,Pakistan,,Islamabad,9,1,2010,88.3
North America,US,Oklahoma,Oklahoma City,11,13,2010,45.8
North America,US,Arizona,Tucson,4,23,2010,49.1
Europe,Ukraine,,Kiev,6,20,2010,73.6
North America,US,Nebraska,North Platte,4,26,2010,43.4
Europe,Austria,,Vienna,1,6,2010,28.2
North America,US,Maryland,Baltimore,10,14,2010,51.8
North America,US,Kentucky,Paducah,7,23,2010,85.8
North America,US,Ohio,Dayton,1,31,2010,16.7
South/Central America & Carribean,Costa Rica,,San Jose,5,11,2010,76.5
South/Central America & Carribean,Uruguay,,Montvideo,4,12,2010,70.1
Europe,Bulgaria,,Sofia,12,10,2010,30.3
North America,US,Rhode Island,Rhode Island,10,5,2010,58.0
Asia,Uzbekistan,,Tashkent,7,4,2010,89.6
Asia,Thailand,,Bangkok,9,29,2010,82.2
North America,US,South Carolina,Charleston,5,22,2010,75.7
South/Central America & Carribean,Bahamas,,Nassau,12,12,2010,71.3
North America,US,Utah,Salt Lake City,10,7,2010,57.1
North America,US,Michigan,Flint,3,12,2010,49.4
Europe,Switzerland,,Geneva,4,2,2010,45.2
North America,US,Louisiana,New Orleans,2,7,2010,44.7
Asia,Uzbekistan,,Tashkent,6,1,2010,79.5
North America,US,Maryland,Washington DC,7,28,2010,82.4
Middle East,Saudi Arabia,,Dhahran,3,5,2010,66.8
North America,US,Illinois,Peoria,2,2,2010,32.0
North America,US,Texas,Midland Odessa,9,20,2010,71.4
North America,US,Wisconsin,Green Bay,4,12,2010,50.2
North America,US,Alaska,Juneau,12,14,2010,17.4
North America,Canada,,Edmonton,3,20,2010,38.1
Africa,South Africa,,Capetown,10,15,2010,58.3
North America,US,North Carolina,Charlotte,3,20,2010,60.5
South/Central America & Carribean,Brazil,,Sao Paulo,12,7,2010,72.3
Europe,Germany,,Hamburg,6,11,2010,68.2
North America,US,Nevada,Las Vegas,10,16,2010,79.1
North America,US,Florida,Daytona Beach,5,28,2010,77.5
South/Central America & Carribean,Colombia,,Bogota,4,16,2010,57.2
South/Central America & Carribean,Belize,,Belize City,4,25,2010,87.7
Africa,Tunisia,,Tunis,8,14,2010,86.0
Europe,The Netherlands,,Amsterdam,9,17,2010,52.7
South/Central America & Carribean,Uruguay,,Montvideo,11,6,2010,61.1
Africa,Benin,,Cotonou,11,18,2010,85.1
North America,US,Michigan,Grand Rapids,6,17,2010,66.7
North America,US,Pennsylvania,Pittsburgh,4,18,2010,41.0
North America,US,Mississippi,Tupelo,11,16,2010,50.5
Europe,Spain,,Bilbao,10,30,2010,58.5
South/Central America & Carribean,Costa Rica,,San Jose,4,21,2010,76.8
North America,US,Pennsylvania,Erie,5,31,2010,72.1
North America,Canada,,Calgary,2,13,2010,18.8
North America,US,Louisiana,New Orleans,1,10,2010,30.3
North America,US,Georgia,Macon,3,11,2010,56.2
Europe,Belgium,,Brussels,12,11,2010,42.4
Europe,Italy,,Rome,6,8,2010,70.7
North America,US,Washington,Spokane,10,1,2010,66.8
North America,US,Hawaii,Honolulu,1,9,2010,74.2
North America,US,Oregon,Portland,11,14,2010,48.9
North America,US,Missouri,St Louis,1,25,2010,34.9
North America,US,Michigan,Sault Ste Marie,2,12,2010,15.0
Asia,China,,Chengdu,11,25,2010,54.6
North America,US,Texas,Corpus Christi,1,30,2010,44.9
North America,US,California,San Diego,9,15,2010,67.3
North America,US,Kentucky,Lexington,4,1,2010,64.8
Europe,Slovakia,,Bratislava,9,24,2010,60.3
Africa,Benin,,Cotonou,5,17,2010,81.2
North America,US,Nebraska,Lincoln,9,25,2010,61.7
North America,US,Mississippi,Jackson,10,22,2010,65.0
